PlayerId;Team;NTC;NMC;ELC;UFA;Scholarship;Average Salary;Major 2024;Major 2025;Major 2026;Major 2027;Major 2028;Major 2029;Major 2030;Major 2031;Major 2032;Major 2033;Major 2034;Major 2035;Major 2036;Major 2037;Minor 2024;Minor 2025;Minor 2026;Minor 2027;Minor 2028;Minor 2029;Minor 2030;Minor 2031;Minor 2032;Minor 2033;Minor 2034;Minor 2035;Minor 2036;Minor 2037
0;16;No;No;No;Yes;-;5210000;5210000;5210000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5210000;5210000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
1;27;No;No;No;Yes;-;6260000;6260000;6260000;6260000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6260000;6260000;6260000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2;29;No;No;No;Yes;-;4500000;4500000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
3;29;No;No;Yes;No;-;1120000;1120000;1120000;1120000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;460810;460810;460810;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
5;4;No;No;No;Yes;-;6240000;6240000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6240000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
6;31;No;No;No;Yes;-;7640000;7640000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7640000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
7;18;No;No;No;No;-;1080000;1080000;1080000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
8;31;No;No;No;No;-;1120000;1120000;1120000;1120000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;460810;460810;460810;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
9;8;No;No;No;Yes;-;6020000;6020000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6020000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
10;9;No;No;No;No;-;1120000;1120000;1120000;1120000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;460810;460810;460810;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
12;18;No;No;No;Yes;-;7720000;7720000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;7720000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
13;9;No;No;No;No;-;1120000;1120000;1120000;1120000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;460810;460810;460810;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
15;19;No;No;No;Yes;-;5020000;5020000;5020000;5020000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5020000;5020000;5020000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
17;29;No;No;No;Yes;-;1500000;1500000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
18;12;No;No;No;Yes;-;5900000;5900000;5900000;5900000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;5900000;5900000;5900000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
19;17;No;No;No;Yes;-;10800000;10800000;10800000;10800000;10800000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;10800000;10800000;10800000;10800000;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
